gene,211027_01_S001,211027_02_S001,211027_03_S001,211027_04_S001,211027_05_S001,211027_06_S001,211027_07_S001,211027_08_S001,211027_09_S001,211027_10_S001,211027_11_S001,211027_12_S001,211027_13_S001,211027_14_S001,211027_15_S001,211027_16_S001
aroG,521.35005,472.40185,362.7988,294.5853,622.6471,582.59255,294.29205,484.59895,286.1113,224.48425,209.1671,204.97155,408.7016,354.18035,154.21165,104.64189
gpmA,9956.603,8255.836,13715.57,11143.02,9945.363,13714.19,5696.335,13683.6,28242.995,11410.095,6781.4795,8484.3365,16223.6,11201.0515,16590.23,10435.047
galM,817.82385,758.9056,1088.3675,962.36375,941.397,889.5901,448.60915,1343.8965,1025.926,542.59595,490.59575,470.93025,1321.0315,1647.404,356.24595,654.65205
galK,1235.4755,1204.861,2473.9235,1880.8085,1335.0105,1617.8075,462.31715,2870.6005,1928.256,936.6843,691.98045,556.01925,2561.126,3613.747,471.7481,1351.099
galT,860.8768,824.6651,2174.9415,1523.045,704.6989,1117.6395,328.8151,1705.566,1704.02,644.153,676.44815,403.7724,1505.643,3110.7065,541.7636,1356.9615
galE,615.34435,560.3247,1779.16,1350.0845,547.9897,792.0443,254.22585,1235.908,1171.6045,459.8988,443.875,262.4777,999.1161,1900.2645,379.05765,1078.4865
modF,263.66005,240.6876,146.5334,110.6585,274.69985,264.2881,129.0784,210.6218,106.15155,128.6213,101.3596,105.25085,170.3929,186.8454,50.16842,328.1482
modE,267.8196,251.16265,225.37675,150.58015,281.8415,251.96265,152.44585,269.325,251.7245,183.0846,163.38225,193.83565,279.33345,242.0258,142.64175,127.1705
ybhT,433.2854,662.1559,196.6979,219.05975,506.78405,820.58405,372.98685,583.27845,325.4914,217.1266,509.82215,526.58825,457.89495,383.29705,270.76205,164.67855
modA,421.67685,402.07515,787.06605,549.17595,546.4237,270.08535,229.3822,228.4874,462.93635,304.46415,219.95615,237.51765,869.98595,140.87385,177.11355,261.2504
modB,537.1385,500.057,666.40835,510.0691,686.4295,317.53245,312.63575,288.04385,418.22185,326.1718,208.1749,283.1242,757.4334,194.32605,140.77185,248.64805
modC,359.94255,323.97795,438.30575,331.42315,458.20665,179.9599,189.11855,177.87175,224.80885,185.996,97.533085,158.7576,400.8431,104.89192,76.902215,135.2659
ybhA,156.8748,125.3306,106.44305,75.012565,155.2543,177.43975,68.18726,160.1704,144.6847,85.16015,152.1564,181.61685,147.5863,150.646,67.898605,46.16826
ybhE,434.48135,365.8847,439.11435,306.59365,481.0641,523.3372,183.4977,416.3291,526.82615,213.0823,221.96015,339.4915,442.9215,394.0035,215.6556,164.06485
ybhD,7.461253,9.0000865,5.5194745,5.779694,9.340591,6.1605405,4.2929275,6.280567,3.0232055,4.477455,2.69267,2.707812,3.7687155,4.351343,2.7528365,2.3528735
ybhH,5.801048,4.0936895,2.7644525,2.398474,3.86606,2.732427,2.5024715,4.9546335,2.704298,2.851728,2.4966615,2.185234,2.3843745,3.9304975,2.1567455,2.23784
ybhI,8.5284625,10.15659,7.903957,6.8776055,8.7741115,5.414891,2.960346,4.720392,2.657175,2.7538685,2.509725,2.4175215,2.6778635,5.373573,2.099013,2.2470555
ybhJ,22.78829,20.881685,18.437185,16.532375,21.5408,10.687565,12.09944,12.101005,5.747823,12.644955,7.9658275,4.258437,8.9473085,14.036485,4.006999,6.7745805
ybhC,483.3704,429.56565,307.2524,216.0443,422.241,392.9153,149.84515,532.70095,360.49235,229.6939,384.7022,269.4049,453.1075,490.7623,118.973,91.49286
ybhB,56.882665,61.62247,106.8411,75.188235,70.806205,67.218235,24.709845,67.079095,141.9753,32.239185,54.067755,96.244425,179.04215,74.407035,47.95301,36.144825
bioA,20.35993,18.27709,20.022285,15.364445,21.809915,9.2938475,10.967775,26.52688,22.294515,15.99184,12.131163,11.749189,15.99106,21.71963,9.3583425,7.2575025
bioB,23.14684,21.25982,25.89957,21.061855,22.82375,14.323585,11.73973,30.455075,12.97547,16.860705,10.8425185,8.7943525,13.25575,27.23434,6.5765285,9.7364595
bioF,14.82563,14.21577,13.7963,13.33009,16.41259,9.052227,6.569765,16.868155,9.622008,10.95459,5.675323,4.2883665,9.655616,11.867795,4.214758,3.0728435
bioC,17.513305,13.19388,12.61229,7.5508555,13.348,10.338168,6.936408,13.28652,6.4993655,7.066504,6.7071545,7.3563225,13.62807,12.890225,2.190142,4.586594
bioD,35.316835,31.390515,30.99264,26.168215,39.618325,25.374915,14.812315,37.440585,23.63839,25.55182,22.820115,20.252655,40.254445,33.763525,14.26532,11.157359
uvrB,550.3717,500.26515,339.606,232.0004,607.89265,404.9833,258.8759,403.8819,279.5658,166.05615,377.5312,399.27885,398.1711,421.7606,139.03955,139.62555
ybhK,270.22925,243.11005,367.9225,305.2103,266.5793,201.88775,119.27755,478.37955,355.2297,270.32365,118.12695,121.28125,228.89165,328.1294,185.6692,100.204935
moaA,500.76185,400.0105,494.873,315.58635,502.1294,609.6488,162.7302,543.5965,733.54495,234.0562,536.60665,248.5303,406.1684,382.0984,217.9634,181.49055
moaB,652.17645,546.6034,938.5102,683.9282,672.7654,939.1211,236.9375,828.40755,1561.0995,384.33845,906.1532,374.1254,636.08195,521.86835,568.21155,323.15395
moaC,260.8474,202.3868,355.8407,257.07055,280.95405,388.8896,89.916785,323.3456,588.4544,153.7913,328.73885,169.6124,263.38435,210.59705,165.95285,112.5483
moaD,528.33325,378.05325,659.1911,497.1286,559.82085,842.5869,207.8189,614.1342,1216.389,363.1052,644.2979,343.722,512.3193,396.61795,425.41355,233.1271
moaE,487.6527,355.5303,509.94035,416.42445,535.6735,680.8294,194.9704,535.4011,1102.0865,321.19985,667.60845,332.26835,514.99685,383.0943,359.8113,201.2503
ybhL,442.47305,466.9124,538.47885,428.6068,549.8428,402.02515,258.3755,498.7433,558.939,317.16665,335.8817,476.3882,622.8335,544.6971,353.50085,351.5155
ybhM,16.180365,20.00621,11.59157,6.885968,18.781005,8.5453475,9.531641,21.089825,7.8138595,9.6023265,10.671985,5.3538815,16.28387,14.330375,6.428317,3.937539
ybhN,21.80654,17.390525,21.24048,12.031655,28.224085,16.777205,12.66744,14.21724,23.27814,5.292876,4.374976,19.403865,11.063711,14.45895,9.717173,3.824904
ybhO,20.853125,18.76524,35.17549,26.73534,38.794475,25.72184,13.56028,16.81428,41.784555,8.2516165,11.78262,41.66075,6.617384,15.40212,16.741105,10.864675
ybhP,15.39908,13.576515,19.138765,13.950675,25.043685,19.17196,9.2301365,10.870605,26.410675,5.2094375,8.1264005,24.10829,3.3440565,7.4161135,7.240837,5.431897
ybhQ,632.847,618.6558,363.2621,240.56055,524.67975,575.3082,198.8331,175.2075,263.5215,85.3794,294.5452,218.05535,251.92075,254.2738,104.24725,184.61345
ybhR,74.48152,76.05591,40.69741,34.75919,87.333065,57.4359,38.10611,46.48589,42.69677,24.515945,32.61515,39.63363,83.715105,53.486235,25.668335,15.26421
ybhS,108.29657,98.15856,59.73828,49.154345,128.29375,78.680405,58.302455,61.76603,57.898985,39.035975,50.958745,63.607135,106.83485,74.109985,32.8966,27.193445
ybhF,202.70225,174.31145,140.5976,115.6475,244.59775,155.47545,97.40836,135.52775,147.07435,71.145265,85.7666,123.26085,201.9604,129.58445,65.726635,71.724685
ybhG,148.79645,143.42815,158.0247,94.7528,169.88615,129.25055,63.715775,90.224,111.73115,49.286535,77.676365,95.849665,182.82955,116.00535,43.034985,68.546505
ybiH,186.3608,174.05915,181.1032,151.6619,182.15645,130.6519,98.93344,111.98605,159.24805,62.300865,99.74695,106.22485,167.86755,135.27815,85.33944,109.46092
rhlE,540.8005,316.4565,584.86135,428.93565,449.5228,305.32865,291.30715,1191.2135,384.3788,678.8445,361.47255,386.0663,779.63105,789.7859,210.6221,292.31765
ybiA,52.8385,46.02531,55.61041,40.05221,48.3853,34.595635,24.79676,35.716985,28.32678,24.807965,20.55723,18.00847,24.712445,48.883565,17.511205,29.67448
dinG,713.8305,615.05385,591.97865,296.32965,712.1575,676.0092,391.3015,570.9288,273.0114,214.67145,374.0889,357.54115,380.16605,490.3332,189.93095,175.38215
ybiB,409.1664,313.98645,265.9054,204.91245,387.1758,312.8998,149.16575,308.7631,255.5174,159.9851,271.4311,204.6575,384.5164,293.1508,74.859205,119.75945
ybiC,160.08235,128.6897,162.219,121.02725,163.03395,144.9752,78.51197,105.1645,130.9327,388.1803,86.181505,87.378625,195.6399,92.430635,46.3362,132.6499
ybiJ,159.99405,135.51205,165.2635,100.6579,168.54505,218.87325,64.874205,486.43075,209.7997,123.3766,179.6192,198.22485,106.88875,213.08775,68.06588,64.736655
ybiI,212.96455,181.12065,150.9756,109.09915,221.24445,426.56935,100.44217,458.66605,494.46955,114.63405,49.180265,46.720965,179.18585,189.2005,181.041,99.705635
ybiX,336.1364,317.51675,213.6815,160.16965,314.28255,776.53535,121.56885,863.2663,815.25215,197.38545,92.81562,34.374355,285.92645,388.5927,302.9142,154.46585
fiu,590.7564,480.2751,535.53545,435.76705,530.29105,1560.1035,210.25165,1777.472,2749.6505,599.76985,175.61445,53.164815,499.4265,836.4316,802.8346,437.5731
ybiM,30.46346,29.95159,39.732045,29.53302,44.44635,34.69378,19.964305,37.87518,40.348505,21.21576,10.353185,34.695665,56.03277,45.10389,21.49492,16.768925
ybiN,469.6219,343.98485,161.7518,111.14515,313.24545,195.0248,172.50655,256.0471,89.2014,150.69805,119.3641,136.07645,271.46345,213.1522,36.87564,60.49433
ybiO,26.886875,26.19018,35.945565,29.38994,36.82375,25.684685,15.278325,23.341865,32.78411,10.87663,10.165626,33.441215,49.529605,22.21567,14.17377,15.469695
glnQ,251.0474,253.87835,277.5869,197.6737,248.1041,346.81865,86.748625,250.5228,555.5055,149.93085,191.35155,147.62355,391.89465,223.4296,154.14155,73.58776
glnP,308.64685,310.7869,293.82785,203.021,267.95795,396.58085,120.88285,298.00385,718.28935,195.7766,207.35795,206.6306,466.7649,289.04415,241.47505,88.560595
glnH,1296.2095,1205.7955,2365.7525,1672.445,1209.767,1861.8645,569.9289,1328.8265,5616.8155,872.53295,928.1402,975.7967,2553.0515,1283.6205,2923.669,692.92855
dps,1092.935,1062.3735,2420.1355,1929.5355,2132.1825,1953.913,782.4257,345.8608,3746.4005,575.75525,1041.2505,4026.124,5053.6735,440.1092,2144.31,1550.68
rhtA,293.2345,238.8804,296.26635,208.33425,253.0728,188.4773,121.09105,355.33615,424.2087,243.42655,185.59265,196.3842,260.98985,327.8773,147.25,116.86285
ompX,6594.427,5543.4665,8748.0355,4669.479,4945.8645,4914.1625,1892.4115,11402.235,7254.3915,4829.218,6468.192,4074.843,4250.4465,9509.371,3738.0295,3691.4765
ybiP,144.0559,114.585,40.445215,31.899555,80.46744,55.887325,50.019765,67.68376,22.655025,56.634575,54.04423,28.104105,59.250525,59.621615,13.29916,17.78758
yliL,58.594925,53.452965,22.842565,23.23577,53.56076,37.88064,28.130005,64.692395,19.210795,31.30644,23.084925,10.7065,35.84985,43.06909,13.25588,11.811708
rybA,420.92925,411.68375,317.3883,320.9078,344.96525,448.89045,301.01955,572.24515,126.7289,180.8014,170.39905,99.04359,227.30515,328.0623,86.4458,178.8277
mntR,639.74745,525.6806,257.98515,204.05215,668.29695,499.1023,310.52815,277.6534,286.53095,181.1674,381.98055,345.48415,602.3339,253.9569,130.007765,105.987995
ybiR,482.4023,414.78725,157.72255,117.68905,457.2135,318.1751,207.2769,224.0868,189.1299,138.94885,316.36295,264.6579,422.9417,234.4963,75.654855,69.35756
ybiS,771.40085,577.8694,536.8475,513.54385,802.5466,589.0786,525.20025,742.78075,838.6271,731.3755,656.6787,726.20155,716.9107,539.9797,553.007,273.44485
ybiT,583.946,462.358,331.94475,242.13125,618.4,348.86315,207.8302,472.0858,385.12655,326.6919,320.5945,300.68445,490.65165,435.66745,111.361775,136.16275
ybiU,52.55006,37.722915,36.69676,27.582795,40.417875,34.948715,20.16777,45.98644,35.846185,19.264015,46.528465,23.28464,57.8397,27.03563,9.9107715,8.29208
ybiV,382.83045,335.72555,480.3638,286.19365,436.5623,353.807,169.3921,668.10855,445.92925,254.59085,431.8214,198.13275,470.83595,540.23505,282.1574,127.1567
ybiW,24.715915,24.97342,19.84769,18.78891,20.90087,16.64415,13.64711,17.79236,21.346055,13.98558,8.015466,18.40158,16.151335,17.465595,15.176595,14.241655
ybiY,11.10371,7.4428555,15.40861,12.47009,10.97595,7.2874535,6.991381,8.5712075,10.0419145,5.370003,2.96522,6.712361,5.1117455,11.551105,5.3070095,7.3999625
fsaA,22.760635,25.307845,59.914705,32.723685,27.085685,27.169615,5.6949295,30.05242,40.82255,9.101419,13.312745,23.18611,26.3009,37.57043,14.028455,16.09594
moeB,228.5033,173.28895,261.39455,192.59665,285.97765,182.86655,113.5873,216.1668,318.9442,156.1518,174.8159,223.57445,216.7549,239.6956,130.3338,131.37575
moeA,465.2151,372.2065,778.89685,445.19125,480.7243,486.17175,192.1828,514.1342,799.0908,336.76285,323.72685,431.8598,536.19195,515.73895,264.94025,292.85025
iaaA,275.1895,246.0683,268.40875,195.20305,345.4673,307.82235,166.0698,254.20715,299.34465,165.9213,99.53246,178.84585,237.9024,224.09305,128.2795,117.89205
yliA,205.30715,185.2772,206.85385,140.3534,256.74075,263.07075,97.43005,216.6268,196.12445,114.99075,73.09993,135.048,203.7146,178.33285,74.83383,71.15087
yliB,154.57395,129.05325,123.1267,123.6288,177.02435,163.36885,70.30461,128.79275,184.9301,89.937845,60.33216,110.2034,142.6676,114.33847,83.603085,64.994825
yliC,137.3752,115.16345,113.0237,95.792355,181.92255,133.43685,67.98923,119.94105,133.8384,73.88184,51.993405,89.959375,128.9067,109.0392,62.404535,40.790665
yliD,137.0746,126.8993,84.591345,61.34887,179.11185,147.6008,73.00061,123.6093,87.987535,54.39387,54.18115,85.798505,131.7509,105.87765,45.076175,31.560435
yliE,30.256635,29.263595,6.6327635,5.744016,22.005595,14.491965,10.507765,10.002563,3.9153365,7.4518065,10.738794,12.16512,12.35309,7.6560395,4.104367,2.669858
yliF,37.270285,34.682455,7.0995395,3.089453,30.76218,17.236925,11.2681865,7.896087,2.6803845,4.0856025,17.20573,8.8041345,13.955365,7.4592255,2.1635525,2.2221905
yliG,254.7592,188.43435,280.4102,180.2149,206.4689,197.4725,91.918345,458.8383,203.26305,257.6878,261.60155,181.06015,329.64565,387.90955,87.30649,79.784695
yliH,12.482145,8.5959845,280.39475,171.2484,10.86092,5.4651175,6.348111,7.2733625,68.648155,14.83073,5.0411005,42.60835,17.86403,71.996895,88.616345,253.2937
yliI,21.00384,14.510525,46.60011,32.047285,21.39772,20.527915,9.363023,20.360965,48.25395,12.124625,9.593383,33.65307,58.785725,18.26042,20.718245,16.547975
yliJ,312.19745,264.16955,360.05335,308.49865,370.54545,379.05485,166.3075,326.27445,661.26705,191.79135,205.44045,213.00955,441.7319,260.00805,301.83075,142.6584
dacC,185.24435,158.06715,180.70995,147.28495,220.59005,169.1819,103.03595,187.0451,331.02475,134.10845,88.71336,172.47335,285.22795,165.1268,144.0101,84.906715
deoR,273.3714,241.66295,203.854,147.34755,298.4653,193.8935,103.509985,329.46625,160.7987,159.85115,151.6728,124.72205,204.3754,303.9631,88.63683,85.21776
ybjG,560.06155,476.95845,234.8894,174.74415,479.12175,326.81635,183.7379,408.54835,218.3707,255.526,281.3841,363.50235,623.1155,428.6427,53.425805,87.355225
cmr,250.77185,175.5234,95.05881,68.78039,160.61845,103.95945,95.178495,102.26535,72.694665,90.21073,113.43105,103.9362,135.1529,105.66075,26.91039,38.967305
ybjH,124.4916,104.41295,63.666265,55.482485,115.40625,93.102925,53.22522,107.21685,69.351195,48.353135,55.196575,56.077185,88.421165,84.26346,26.60684,22.7183
ybjI,200.98885,174.51035,158.95715,120.379,174.96895,164.77435,90.65719,173.5106,139.4136,86.99926,90.497015,97.13712,162.9031,130.3597,99.809865,62.642125
ybjJ,134.5566,104.55205,72.06189,48.68912,99.460225,77.058855,44.363565,101.68148,72.366575,45.005905,55.09832,60.563045,79.702685,92.440795,37.017155,20.40459
ybjK,105.97696,96.63927,92.588555,67.755355,75.52816,66.177295,33.098965,50.47971,54.86855,23.15693,43.567915,39.488835,47.309715,74.92004,27.226925,41.688955
rybB,45.27609,43.33333,23.94821,20.40116,39.079245,28.42947,28.8389,22.41752,53.378155,20.890645,39.928475,51.05853,46.78827,29.755505,40.757085,17.28759
ybjL,149.9539,132.8022,149.74715,101.62878,162.52995,74.908745,57.474075,129.0445,48.676715,125.74675,59.92679,80.30843,112.14575,143.80075,24.163715,67.101985
ybjM,312.96685,258.1768,411.82625,356.5245,314.25645,145.3492,184.92235,192.9837,212.7256,244.7795,122.60475,272.12815,184.5403,246.3851,227.7821,294.5693
grxA,130.25195,144.8282,40.676615,40.090985,147.24935,63.797065,83.29226,41.07956,66.276525,48.93347,47.59545,59.87456,62.17479,31.449575,47.637065,25.378385
ybjC,5310.7635,4397.829,7439.906,7336.1675,5214.4695,12468.01,3492.7175,14801.515,10863.845,6920.4885,5736.6715,10535.71,5106.272,11639.03,6716.264,6728.9575
nfsA,353.21685,330.97065,582.10585,387.07815,393.99485,891.0917,121.8417,1215.675,558.12915,290.71655,446.65685,640.4836,438.573,1057.956,189.7779,271.85455
rimK,315.3469,222.8454,278.8998,229.32685,315.4107,412.89525,129.1506,557.7296,338.5667,251.2506,170.03465,349.2243,245.3587,412.4386,109.1015,152.22005
ybjN,1516.5575,1479.2985,1525.2815,1069.778,1512.254,1942.2145,698.0721,2414.699,1637.0155,894.29245,1178.7405,1146.1285,1498.9055,2075.764,956.8078,761.1489
potF,63.21814,53.41216,63.45291,43.326275,72.097995,64.642055,30.31955,91.1249,44.593745,43.93732,21.926065,32.7806,70.579665,86.05717,17.40412,21.32963
potG,18.999825,13.77225,17.01174,11.264885,21.26708,15.812695,8.103371,26.46575,10.0603295,9.149549,7.7906875,7.6687505,17.705095,24.307725,4.067221,3.711258
potH,26.804455,19.95837,28.82415,19.558195,32.111975,15.14488,11.296015,37.10219,16.52273,14.867505,7.8545475,12.30889,23.998665,35.17276,4.381777,6.6484685
potI,76.655755,55.007635,50.107755,36.734295,75.93549,38.54028,22.081705,58.63879,29.382925,31.525435,21.045645,30.065665,49.323745,58.5638,9.7867655,14.779265
ybjO,229.87735,206.7352,104.6348,64.43465,261.0311,145.7149,99.546955,136.21805,11.74261,75.069965,143.7467,121.548,180.9952,156.1393,3.131051,30.30191
rumB,310.3168,244.074,164.4621,124.83925,265.9229,151.4437,134.59475,234.5151,124.8125,158.53835,129.66035,117.78965,176.85705,237.9058,42.269455,70.25735
artJ,54.21358,64.2544,80.588285,67.51843,76.56629,103.896015,34.536635,449.08735,58.34823,69.55756,45.48322,42.248355,110.2161,301.68365,38.51809,31.351075
artM,285.4449,283.5511,498.1753,387.1884,394.43255,367.4488,162.2824,1230.1105,479.6894,335.30035,248.89395,518.7745,555.1352,1383.2895,267.6871,236.45075
artQ,322.4961,278.79825,749.3312,593.8504,438.25435,424.0023,170.05505,1545.505,770.53535,461.7398,266.8811,745.02115,712.96305,1629.8945,313.53325,380.8975
artI,306.5517,270.81085,995.2402,784.8574,489.68885,463.84845,173.10705,1447.9415,794.35865,407.28315,247.54625,657.83415,633.86875,1529.463,374.85355,466.4044
artP,370.3001,343.0736,727.1744,530.62595,451.90415,519.266,193.6996,2036.876,749.9751,440.2063,319.872,567.0778,753.581,1876.036,351.01485,263.4215
ybjP,87.020205,87.890385,272.0375,180.4099,148.4379,177.0039,52.65636,102.43075,374.66615,72.258595,97.30846,320.89495,335.86575,141.93725,270.76295,125.73485
ybjQ,192.89665,154.2046,186.5217,151.50995,216.67485,159.71615,101.969015,129.8209,201.32805,73.783575,103.441415,121.3715,219.81065,109.44843,74.077985,77.66278
ybjR,308.12285,230.25045,213.7079,158.353,346.58835,240.9722,113.3472,179.1639,238.2941,94.32647,139.33445,165.1058,323.9668,166.1483,68.83132,79.416065
ybjS,210.35925,189.6754,80.260535,71.704465,160.94645,116.17229,100.83515,125.98705,89.65503,94.369435,139.493,105.131595,134.37505,130.83945,54.047095,41.772905
ybjT,191.75465,158.48705,169.5204,119.72935,198.46565,185.24975,102.223275,177.01005,140.0155,85.390105,86.025935,131.322,157.0161,186.6889,63.3016,69.920525
ltaE,211.51605,185.8456,226.544,175.7409,239.48015,288.5567,108.4047,235.38215,256.12685,144.13145,131.01185,282.11145,245.4347,231.75785,103.1242,99.924335
poxB,45.937235,46.064615,155.3023,98.29703,113.0088,359.88775,52.656225,104.04805,165.1857,24.993505,47.90258,484.46775,248.4039,69.908735,95.672735,48.83846
hcr,13.98314,13.879245,33.07074,25.579535,20.504935,10.726651,6.0945525,11.67537,15.86268,9.579957,10.4452895,13.916415,8.1216115,20.22127,6.5150505,29.107205
hcp,14.89611,15.52652,15.112405,11.775125,14.891765,7.653176,6.4963575,13.546855,8.609261,9.83819,8.451091,7.021934,9.7373795,19.695175,4.7603375,9.4679815
ybjE,177.54575,160.23485,82.464915,48.67612,186.6416,109.52825,55.31369,187.971,49.74415,69.90463,84.769615,48.63407,138.65115,147.43605,20.98207,19.61794
aqpZ,64.41454,58.25937,27.02738,21.224035,94.03522,43.825185,40.96156,28.188895,36.66451,20.162405,26.32024,41.203465,53.5526,23.89383,19.135655,10.15394
ybjD,127.93095,122.89035,146.22385,104.77825,153.9605,88.766095,49.09475,104.8125,181.92285,81.19395,79.261285,84.755555,108.2306,128.6921,96.543395,95.43424
ybjX,679.3896,573.0709,467.2439,332.4606,662.5244,427.50475,254.9318,721.94525,428.7989,483.84295,359.2769,653.5132,957.6443,715.5275,143.6651,234.24035
macA,269.79115,235.22055,241.99045,189.3563,295.5757,202.27365,140.3206,229.4337,376.044,197.25095,124.6332,112.46657,226.1358,217.79595,149.45325,115.1825
